Date,MMM,AOS,ABT,ABBV,ACN,ADBE,AMD,AES,AFL,A,APD,ABNB,AKAM,ALB,ARE
2025-01-06,129.0185546875,67.87680053710938,111.43122863769531,175.26991271972656,346.38458251953125,431.17999267578125,129.5500030517578,12.413037300109863,100.66788482666016,135.8546600341797,279.7342834472656,135.1999969482422,93.38999938964844,89.10414123535156,94.6466064453125
2025-01-07,131.47438049316406,67.28572082519531,111.7861099243164,174.7152099609375,351.3734130859375,422.6300048828125,127.33000183105469,12.355790138244629,101.70630645751953,136.83053588867188,282.78607177734375,131.2899932861328,92.54000091552734,88.89666748046875,94.28828430175781
2025-01-08,133.21719360351562,67.66006469726562,112.6240005493164,173.71282958984375,352.6945495605469,419.5799865722656,121.83999633789062,11.831027030944824,102.42826080322266,136.42225646972656,281.7194519042969,130.8000030517578,93.36000061035156,86.32796478271484,94.31732940673828
2025-01-10,129.92959594726562,66.576416015625,110.71160888671875,170.47215270996094,344.8663024902344,405.9200134277344,116.04000091552734,11.468461990356445,99.87670135498047,136.89027404785156,289.4525146484375,129.6300048828125,88.93000030517578,85.48820495605469,91.99304962158203
2025-01-13,133.28651428222656,67.61080932617188,111.57908630371094,172.0000457763672,344.2254333496094,408.5,117.31999969482422,11.153603553771973,101.36016845703125,141.35137939453125,298.0053405761719,128.85000610351562,89.61000061035156,90.40824890136719,94.5885009765625
2025-01-14,135.8710479736328,70.19190216064453,111.4114990234375,170.8419647216797,344.0775451660156,412.7099914550781,116.08999633789062,11.306262969970703,102.50737762451172,142.82513427734375,304.1483459472656,127.5999984741211,90.58000183105469,91.51476287841797,94.72408294677734
2025-01-15,136.43548583984375,69.89635467529297,110.09355926513672,168.32711791992188,344.8071594238281,417.2799987792969,119.95999908447266,11.229933738708496,103.63481140136719,141.6302032470703,303.1014709472656,132.52000427246094,90.5199966430664,94.00442504882812,95.32452392578125
2025-01-16,137.8218231201172,70.33967590332031,112.87809753417969,170.63565063476562,347.09429931640625,426.92999267578125,118.44000244140625,11.449380874633789,104.76223754882812,144.1096954345703,308.1976318359375,132.16000366210938,90.5,93.18441772460938,96.93214416503906
2025-01-17,139.6537628173828,70.74358367919922,112.45199584960938,168.53341674804688,349.1042175292969,429.989990234375,121.45999908447266,11.277639389038086,105.31607055664062,146.7385711669922,313.8665466308594,135.1199951171875,91.01000213623047,96.31624603271484,98.5785140991211
2025-01-21,145.45657348632812,71.61051940917969,115.73200988769531,169.5648956298828,352.8963623046875,436.3599853515625,122.27999877929688,11.21085262298584,105.21717071533203,151.92660522460938,315.80230712890625,133.07000732421875,94.70999908447266,92.91767120361328,99.56632995605469
2025-01-22,147.66481018066406,69.91606903076172,116.7130355834961,166.2150421142578,355.5597229003906,437.32000732421875,123.75,10.61929988861084,103.15021514892578,151.9564666748047,313.06658935546875,132.5,95.11000061035156,89.16341400146484,97.45510864257812
2025-01-23,148.1698455810547,70.21160125732422,122.10376739501953,167.6591033935547,359.6687316894531,437.2799987792969,123.04000091552734,11.000946044921875,103.3183364868164,151.80709838867188,319.9898376464844,133.24000549316406,95.88999938964844,88.71883392333984,97.2807846069336
2025-01-24,147.97178649902344,69.5219955444336,123.8973617553711,167.29563903808594,358.8271484375,435.3800048828125,122.83999633789062,11.067734718322754,103.75348663330078,150.80136108398438,325.18475341796875,127.08999633789062,97.69999694824219,87.69136047363281,98.4235610961914
2025-01-27,150.04141235351562,70.36923217773438,128.2574920654297,173.77919006347656,369.4609375,438.6000061035156,115.01000213623047,10.915075302124023,106.95777130126953,150.32339477539062,322.577392578125,128.9600067138672,99.66999816894531,87.71111297607422,98.88842010498047
2025-01-28,149.92257690429688,68.83240509033203,126.2359848022461,171.72607421875,374.649169921875,442.8399963378906,114.16999816894531,10.504806518554688,106.09735870361328,149.70599365234375,322.95269775390625,131.0500030517578,100.54000091552734,84.86579132080078,94.18174743652344
2025-01-29,150.06118774414062,68.19205474853516,126.70172882080078,172.1681365966797,370.7184143066406,441.67999267578125,117.3499984741211,10.638382911682129,106.4336166381836,146.46971130371094,323.2588806152344,132.5800018310547,100.41000366210938,85.2412109375,92.76781463623047
2025-01-30,152.89328002929688,66.3104019165039,127.64311981201172,172.55125427246094,376.9858093261719,446.0,118.86000061035156,10.752877235412598,107.05667114257812,150.7416229248047,330.95245361328125,131.7899932861328,101.4800033569336,84.6187973022461,92.82591247558594
2025-01-31,150.71475219726562,66.63716888427734,126.77108764648438,180.6557159423828,381.1443176269531,437.45001220703125,115.94999694824219,10.66176700592041,106.19625854492188,150.8810272216797,331.1104736328125,131.1699981689453,99.9000015258789,83.17638397216797,94.2785873413086
2025-02-03,148.57583618164062,66.37972259521484,127.286376953125,186.78562927246094,381.4017028808594,438.6000061035156,114.2699966430664,10.380683898925781,105.53364562988281,148.0032196044922,333.8857116699219,129.77999877929688,98.0,79.48139953613281,91.59598541259766
2025-02-04,150.1998291015625,65.01332092285156,127.93049621582031,186.59898376464844,387.74835205078125,440.2300109863281,119.5,10.283758163452148,105.58309173583984,146.419921875,331.5154113769531,130.74000549316406,99.87000274658203,81.48696899414062,91.48946380615234
2025-02-05,150.9623260498047,64.99351501464844,130.86367797851562,188.3672332763672,394.31280517578125,437.6300048828125,112.01000213623047,10.157755851745605,106.10725402832031,147.3659210205078,329.0265808105469,129.60000610351562,100.88999938964844,78.91826629638672,93.95899963378906
2025-02-06,150.83360290527344,64.86479949951172,127.05846405029297,189.56570434570312,383.51068115234375,435.3999938964844,110.16000366210938,10.487300872802734,101.94366455078125,147.0173797607422,324.0687255859375,132.57000732421875,99.61000061035156,78.04885864257812,93.5716323852539
2025-02-07,148.40750122070312,64.51824188232422,127.90077209472656,187.23751831054688,382.16412353515625,433.07000732421875,107.55999755859375,10.244988441467285,102.43814849853516,144.59764099121094,306.59765625,134.97999572753906,99.63999938964844,76.43849182128906,92.93244934082031
2025-02-10,148.22926330566406,65.08263397216797,130.12046813964844,186.9821014404297,383.0651550292969,451.1000061035156,110.4800033569336,10.419453620910645,101.47884368896484,143.08404541015625,306.706298828125,135.24000549316406,102.0999984741211,74.23533630371094,92.49665069580078
2025-02-11,148.6055450439453,65.32026672363281,130.24929809570312,188.44583129882812,386.154296875,458.82000732421875,111.0999984741211,9.91544246673584,101.85465240478516,141.15223693847656,305.659423828125,134.52000427246094,101.37999725341797,74.78858947753906,91.96399688720703
2025-02-12,147.41725158691406,64.60736083984375,129.3079071044922,189.5951690673828,384.9859313964844,462.760009765625,111.72000122070312,9.77974796295166,101.80521392822266,137.49771118164062,306.5087890625,140.52000427246094,101.05999755859375,75.6777572631836,92.22547912597656
2025-02-13,147.2687225341797,65.34996795654297,130.5961151123047,190.03724670410156,385.67901611328125,459.2200012207031,111.80999755859375,9.828210830688477,102.9326400756836,135.87457275390625,311.2592468261719,141.0399932861328,99.66000366210938,78.29585266113281,92.79686737060547
2025-02-14,147.89564514160156,65.56780242919922,129.42681884765625,189.46746826171875,384.1641540527344,460.1600036621094,113.0999984741211,9.62466812133789,102.20079040527344,134.10208129882812,312.20733642578125,161.4199981689453,100.01000213623047,80.23226165771484,91.85747528076172
2025-02-18,148.26385498046875,65.0727310180664,129.00070190429688,192.787841796875,383.7284851074219,464.1099853515625,114.27999877929688,9.973597526550293,103.11065673828125,134.62985229492188,313.07647705078125,160.60000610351562,99.31999969482422,82.57372283935547,92.75813293457031
2025-02-19,149.46795654296875,66.69657135009766,130.9330596923828,193.86843872070312,386.3621826171875,456.989990234375,114.69000244140625,10.080214500427246,103.93609619140625,136.57162475585938,313.1258239746094,157.97999572753906,100.26000213623047,82.66264343261719,92.3029556274414
2025-02-20,148.35340881347656,66.13218688964844,131.963623046875,197.33616638183594,381.0353698730469,454.69000244140625,114.16999816894531,10.341913223266602,103.70735931396484,136.213134765625,310.39013671875,155.30999755859375,98.02999877929688,81.51660919189453,92.50633239746094
2025-02-21,144.2733917236328,65.33016967773438,133.69776916503906,198.51498413085938,360.65887451171875,444.32000732421875,110.83999633789062,10.264373779296875,101.59900665283203,134.7991180419922,306.0544738769531,146.07000732421875,76.7300033569336,80.22237396240234,92.55475616455078
2025-02-24,144.7709503173828,65.57770538330078,133.7274932861328,200.47970581054688,360.31231689453125,444.4200134277344,108.11000061035156,10.390377044677734,103.51840209960938,134.7095184326172,305.5606689453125,144.82000732421875,77.6500015258789,80.05442810058594,94.11396026611328
2025-02-25,145.82579040527344,66.33021545410156,134.58961486816406,200.5386505126953,359.36181640625,443.4100036621094,103.95999908447266,10.526071548461914,106.14390563964844,133.6141357421875,313.4320068359375,141.5500030517578,78.05000305175781,77.47584533691406,97.74564361572266
2025-02-26,146.71144104003906,65.50839233398438,134.7283477783203,199.4285888671875,354.8072814941406,441.5,104.73999786376953,10.584226608276367,105.22895812988281,133.90292358398438,309.9654846191406,144.02999877929688,79.58000183105469,76.5965576171875,95.95401763916016
2025-02-27,149.78639221191406,65.29055786132812,134.63916015625,201.40313720703125,353.3419189453125,437.19000244140625,99.51000213623047,10.060831069946289,106.8400650024414,126.54409790039062,308.54327392578125,139.4499969482422,77.87000274658203,78.01922607421875,97.75533294677734
2025-02-28,154.3639678955078,65.82524871826172,136.75978088378906,205.34237670898438,345.0546569824219,438.55999755859375,99.86000061035156,11.233625411987305,108.86885833740234,127.38054656982422,312.2369689941406,138.8699951171875,80.68000030517578,76.10257720947266,99.03368377685547
2025-03-03,152.67225646972656,65.72622680664062,138.94976806640625,207.7491455078125,341.579345703125,440.7200012207031,98.2300033569336,10.84592342376709,109.5351791381836,125.79725646972656,306.8050537109375,140.97999572753906,81.0,69.10781860351562,98.29766082763672
2025-03-04,145.14910888671875,64.96380615234375,136.33367919921875,204.09478759765625,342.3615417480469,446.0299987792969,100.75,10.487300872802734,107.00912475585938,122.54104614257812,301.5706787109375,141.4199981689453,82.18000030517578,71.29122161865234,97.31952667236328
2025-03-05,146.8905792236328,65.84503936767578,136.46249389648438,207.80810546875,344.8170471191406,451.239990234375,101.66999816894531,10.62299633026123,107.56605529785156,125.97649383544922,307.7235412597656,142.5800018310547,82.81999969482422,73.31653594970703,98.96589660644531
2025-03-06,146.22384643554688,67.55801391601562,133.8563232421875,207.03204345703125,338.46051025390625,444.7799987792969,98.8499984741211,10.53576374053955,107.3572006225586,126.01632690429688,307.1112060546875,134.77000427246094,82.80999755859375,75.5592041015625,96.65129852294922
2025-03-07,145.5869598388672,68.72638702392578,135.8976593017578,210.50958251953125,338.7971496582031,449.3999938964844,100.30999755859375,10.90407943725586,107.81468200683594,126.16568756103516,312.4937744140625,134.38999938964844,87.5199966430664,74.60088348388672,99.25643157958984
2025-03-10,146.90052795410156,68.92440795898438,136.11566162109375,212.83778381347656,331.9851379394531,435.0799865722656,96.62999725341797,11.4177827835083,106.17374420166016,121.38593292236328,299.950927734375,132.14999389648438,84.1500015258789,75.47029113769531,98.94651794433594
2025-03-11,146.82090759277344,66.44903564453125,131.45823669433594,209.82192993164062,324.5494079589844,433.6600036621094,96.76000213623047,11.621325492858887,105.68643188476562,120.51960754394531,294.390625,125.44000244140625,80.6500015258789,71.79507446289062,96.13801574707031
2025-03-12,149.5077667236328,64.99351501464844,129.0998077392578,208.3189239501953,321.12359619140625,438.6000061035156,100.79000091552734,11.466245651245117,104.1151123046875,119.3445816040039,291.0030822753906,126.55000305175781,79.66000366210938,71.93338775634766,95.41167449951172
2025-03-13,145.387939453125,64.80538177490234,128.7133331298828,207.81793212890625,313.9353942871094,377.8399963378906,98.11000061035156,11.902408599853516,104.52285766601562,116.83521270751953,289.2253723144531,119.37999725341797,78.66000366210938,71.52832794189453,93.6006851196289
2025-03-14,149.67694091796875,66.19159698486328,125.56214904785156,208.03404235839844,315.6680908203125,394.739990234375,100.97000122070312,11.931486129760742,106.66104888916016,120.6689682006836,288.306884765625,122.86000061035156,80.7300033569336,74.74235534667969,96.031494140625
2025-03-17,152.46328735351562,66.82528686523438,126.48372650146484,210.6864013671875,322.4899597167969,399.3399963378906,104.58999633789062,12.64873218536377,107.80473327636719,121.97344207763672,291.9610900878906,126.94000244140625,82.79000091552734,78.8257064819336,96.380126953125
2025-03-18,150.1844482421875,66.99362182617188,125.1558609008789,210.0773468017578,320.8661804199219,391.3699951171875,103.51000213623047,12.52272891998291,106.77044677734375,122.58087921142578,288.2081298828125,124.55999755859375,82.05999755859375,77.99115753173828,95.28578186035156
2025-03-19,152.46328735351562,66.9342041015625,126.26571655273438,208.5055694580078,321.26220703125,387.8900146484375,106.2300033569336,12.580883979797363,107.8644027709961,121.69462585449219,290.3611145019531,126.0,82.41000366210938,78.97473907470703,94.60787200927734
2025-03-20,150.53274536132812,66.05297088623047,125.63150787353516,208.220703125,297.9351501464844,389.6099853515625,107.13999938964844,12.755350112915039,108.10308074951172,119.77276611328125,289.2945251464844,126.1500015258789,81.55000305175781,76.53068542480469,93.92027282714844
2025-03-21,149.62716674804688,65.84503936767578,125.19548797607422,206.30508422851562,302.30157470703125,387.260009765625,106.44000244140625,12.64873218536377,107.64561462402344,120.24079132080078,288.04022216796875,128.8000030517578,81.04000091552734,77.0572509765625,93.232666015625
2025-03-24,152.403564453125,65.71632385253906,126.05760955810547,205.47991943359375,304.1431579589844,394.4700012207031,113.8499984741211,12.483960151672363,109.0478744506836,121.45564270019531,289.8179626464844,129.82000732421875,82.7699966430664,77.04731750488281,94.4722900390625
